index,name,Producer,Region/Appellation,Grape/Blend,Food Suggestion,Wine Style,Alcohol Content,instance,vivino_wine,id,winery,region,style,varietal_name,regional_name,body,acidity,style_description,ratings_count,ratings_average,vintage_description,ranking_region,ranking_global,added_sulfites,biodynamic,wine_description,country_name,type_id,type
92,Pinot Grigio 1.5L 2018 Bella Vita,,Veneto IGT,Pinot Grigio,White Fish,Green and Flinty,,"Wine: Pinot Grigio 1.5L 2018 Bella Vita, Source: name-search",Bella Vita Pinot Grigio,2983117,Bella Vita,Veneto,Northern Italy Pinot Grigio,Pinot Grigio,Northern Italy,3,3,"When many people think “Italian White Wine” Pinot Grigio is the first the come to mind and with good reason! Pinot Grigio is the most imported variety of wine in America.

Fans of Pinot Grigio can expect a light-bodied, delicate white wine that is a natural pairing for light dishes such as appetizers, salads, or fish.

Although the variety is indigenous to Burgundy, it is now grown in many wine regions all over the world. It is perhaps most commonly associated as coming from the Italy, where it is produced in large quantities.

Pinot Grigio is grown throughout Northern Italy, but is most commonly found in Veneto, Umbria, Trentino, Emilia-Romagna, and Friuli.

Although some turn up their nose at mass produced Pinot Grigios, It is one of the most commercially popular wines. There are plenty of quality producers that make more refined wines, which reward drinkers with nuanced flavor and body.

Depending on the region, producer and price point, Pinot Grigios range from light to medium in body and typically exhibit pear, apple, and nectarine notes, along with citrus, acidity, and light minerality.

These wines are intended to be consumed young.",66,3.6,,0.19712543823582723,0.1898117240661232,,,,Italy,2,White
93,Chianti Classico 2017 Montefili,Vecchie Terre di Montefili,Chianti Classico,Sangiovese,Lamb,Savory and Classic,13 - 14%,"Wine: Chianti Classico 2017 Montefili, Source: name-search",Montefiore Chianti Classico,10447945,Montefiore,Veneto,Italian Chianti,Chianti,Italian,3,3,"The most commonly consumed wine in Italy, and interestingly, the most commonly consumed Italian wine in the world, Chianti is emblematic of what Italy means to the world of wine.

Fermented primarily from Sangiovese, fresh cherry,  strawberries, and red plum pleasure the senses when enjoying this wine.

Winemakers have spent the last couple of decades trying to change the old image of Chianti: Wine bottles in wicker basket, interestingly also called fiascoes. They've done so by  by producing very nice wines through state of the art growing and fermentation techniques.

Chianti is a red wine that comes from Tuscany, but can contain small amounts of white grapes during blending. This is not the case with Chianti Classico, which must be solely made from red Sangiovese grapes.

Chianti is not considered to age well, and loses steam quickly.  Find the youngest bottle you can to get the most out of its vibrance.

This wine is versatile and its high acidity allows it to be eaten with a wide range of foods.  Enjoy Chianti best with fast food, pizza, red pasta, and salami sandwiches.",48,4.0,,0.09096214294872078,0.08431120547446003,,,,Italy,1,Red
94,Refosco 2017 Redentore,,Veneto,Refosco,Beef and Venison,Rich and Intense,,"Wine: Refosco 2017 Redentore, Source: name-search",Redentore Refosco,156038714,Redentore,Veneto,Northern Italy Red,Red,Northern Italy,4,3,"The wines of Northern Italy include some of the most well known red wines in the country including Nebbiolo, Barbera, Dolcetto, Amarone and Valpolicella.

Arguably, the two most important regions in Northern Italy are Piedmont in the northwest, and Veneto in the northeast. Red wines from these regions range from some of the most expensive and sought after in all of Italy to great value red wines.

Nebbiolo produces some of the most exclusive and expensive red wines in Italy, including Barolo and Barbaresco. However, these sought after wines come with a hefty price tag.

Dolcetto and Barbera from Piedmont offer relative value. Dolcetto is planted on less desirable vineyard sites, and produces fruit-forward, great value wines that are meant to be consumed within 1-2 years of bottling. Barbera is a high yield variety with low tannins and high acidity.

In Veneto, Valpolicella reigns supreme as its own distinct viticultural zone. There are five different tiers within this wine category ranging from inexpensive and light-bodied Valpolicella Classico, to pricey Amarone.

Red wines from Valpolicella are typically based on Corvina, with Rondinella, and Molinara rounding out these blended wines.",222,3.9,,0.05158868753674959,0.04458527797609511,,,,Italy,1,Red
96,La Côte Le Morget 2017 Henri Cruchon,Domaine Henri Cruchon,La Cote [Vaud],Chasselas,"Shellfish, Crab and Lobster",Green and Flinty,,"Wine: La Côte Le Morget 2017 Henri Cruchon, Source: name-search",Henri Cruchon Le Morget,6858645,Henri Cruchon,La Côte,Swiss Chasselas,Chasselas,Swiss Chasselas,2,2,"Switzerland's most widely planted white grape, Chasselas, creates a refreshing, dry, light-bodied white wine with subtle aromatics and flavor. The more well-crafted wines have good acidity and citrus, pretty floral notes, nice minerality, and hints of almonds.

Switzerland is among few regions that bottle Chasselas as a single-varietal fine wine, even though it's one of the most widely planted white grapes in the world–including in countries such as Romania, Russia, Hungary and Chile. In France, it's mostly used to make table wine and is one of the main grapes used in Savoie production.

Most of the Chasselas in Switzerland come from the cantons of Vaud, Valais, Geneva and Neuchâtel. In Valais,  the wine is called Fendant, the original name for the grape that dates back to the 17th century. In 1966, Valais received a protected designation to continue calling (and labeling) the wine by its original name.",71,3.8,,0.030917472531281413,0.1070089918761725,,,,Switzerland,2,White
97,Chablis Bienommée 2017 Poitout,L&C Poitout,Chablis,Chardonnay,"Shellfish, Crab and Lobster",Green and Flinty,,"Wine: Chablis Bienommée 2017 Poitout, Source: name-search",L&C Poitout Bienommée Chablis,35491785,L&C Poitout,Chablis,Burgundy Chablis,Chablis,Burgundy,4,3,"Chablis is the northernmost wine growing region in Burgundy. It's actually closer to Champagne than much of the rest of Burgundy, because it is separated by the Morvan hills.

Chablis produces dry white wines made from Chardonnay, and is situated on ancient Jurassic soils that give its wines minerally and flinty accents.

In fact, some of the best vineyard sites have a unique soil type known as Kimmeridgean, a distinctive mix of limestone, clay and fossilized oyster shells. The soil in combination with the cooler climate gives Chablis its distinctive flavor profile as well as a lovely pale gold-green color.

As with the rest of Burgundy, Chablis is classified by a strict hierarchy. The vast majority of wines on the market bear the Chablis regional label – they are often excellent wines that are attractively priced.

Premier Crus and Grand Crus are from top vineyard sites, and while more expensive, they also age beautifully.

Fresh and vibrant, Chablis has transporting aromas of green apples, lemon zest, spring flowers, and characteristic flint and chalk notes.

Chablis can be enjoyed year-round, but it is a particularly excellent wine to serve in the springtime and early summer, as Chablis loves oysters, mussels, sushi, green salads, asparagus, peas and just about anything with goat cheese.",120,3.8,,0.4000314304797077,0.320014354252141,,,,France,2,White
98,Chablis 1.5L 2018 Jean-Marc Brocard,Jean-Marc Brocard,Chablis,Chardonnay,"Shellfish, Crab and Lobster",Green and Flinty,12.5%,"Wine: Chablis 1.5L 2018 Jean-Marc Brocard, Source: name-search",Jean-Marc Brocard Chablis,2181816,Jean-Marc Brocard,Chablis,Burgundy Chablis,Chablis,Burgundy,4,3,"Chablis is the northernmost wine growing region in Burgundy. It's actually closer to Champagne than much of the rest of Burgundy, because it is separated by the Morvan hills.

Chablis produces dry white wines made from Chardonnay, and is situated on ancient Jurassic soils that give its wines minerally and flinty accents.

In fact, some of the best vineyard sites have a unique soil type known as Kimmeridgean, a distinctive mix of limestone, clay and fossilized oyster shells. The soil in combination with the cooler climate gives Chablis its distinctive flavor profile as well as a lovely pale gold-green color.

As with the rest of Burgundy, Chablis is classified by a strict hierarchy. The vast majority of wines on the market bear the Chablis regional label – they are often excellent wines that are attractively priced.

Premier Crus and Grand Crus are from top vineyard sites, and while more expensive, they also age beautifully.

Fresh and vibrant, Chablis has transporting aromas of green apples, lemon zest, spring flowers, and characteristic flint and chalk notes.

Chablis can be enjoyed year-round, but it is a particularly excellent wine to serve in the springtime and early summer, as Chablis loves oysters, mussels, sushi, green salads, asparagus, peas and just about anything with goat cheese.",3519,3.8,,0.10973166227949555,0.06107415444368333,,," Straw-coloured with green highlights. The nose is precise, frank, chiselled, with slightly iodized notes of citrus fruits. Sometimes are added aniseed, mentholated notes, with touches of orange blossom. The mouth has a very classic structure, crunchy and delicious, on notes of citrus fruits (lemon, crystallized lemon, lemon peel) and of minerality (iodized and salty touches). Finish is \""salivating\"", very thirst-quenching.",France,2,White
99,Torrontes 2019 Dos Minas,,Cafayate - Calchaqui Valley,Torrontes,Chilis and Hot Spicy Foods,Aromatic and Floral,,"Wine: Torrontes 2019 Dos Minas, Source: name-search",Dos Minas Torrontés,4931907,Dos Minas,Cafayate Valley,Argentinian Torrontés,Torrontes,Argentinian,3,2,"Argentina's Torrontés grape produces a highly-aromatic dry white wine with dazzling aromas of honeysuckle, orange blossoms, lavender, geranium and rose petals. On the palate, these wines are crisp with bright, and refreshing citrus and tropical fruit notes along with great minerality. Some boast a lingering, spicy finish.

There are three types of Torrontés found in South America: Torrontés Riojano, a highly aromatic wine  Torrontés Sanjuanino, which is less fragrant than the Riojano, and the Torrontés Mendocino, the least expressive of the three. 

Torrontés thrives in high-altitude, cool, dry climates. The Riojano shows the most depth in Argentina's Cafayate region of Salta, situated on the edge of the Andes Mountains in the northwestern part of the country.

Wine critics warn that when Torrontés is grown in warmer climates or not produced properly, it can be over-alcoholic and bitter.",212,3.8,,0.12546239210850801,0.06609653105305048,,,,Argentina,2,White
100,Bordeaux St-Emilion Grand Cru 2012 Lamarzelle Figeac,Chateau Grand Barrail Lamarzelle Figeac,Saint-Emilion Grand Cru,Cabernet Franc - Merlot,Beef and Venison,Savory and Classic,13 - 14%,"Wine: Bordeaux St-Emilion Grand Cru 2012 Lamarzelle Figeac, Source: name-search",Château la Croix Figeac Lamarzelle Saint-Émilion Grand Cru,3741074,Château la Croix Figeac,Saint-Émilion Grand Cru,Bordeaux Saint-Émilion,Saint-Émilion,Bordeaux Right Bank,4,2,"Made predominantly from Merlot and Cabernet Franc, Saint-Émilion wines tend to have a rich, mouth-drying tannic structure, which is balanced by the more juicy characteristics of plum and black cherry fruit, along with chocolate and sweet spice, developing savory tobacco and cedar characteristics with age.

The best Saint-Émilion wines will exhibit a terrific mineral vein, the result of vines being planted on the region's limestone escarpment. Vines planted on sandy soils tend to produce grapes that make lighter styled wines.

Situated on the right bank of Bordeaux, the region of Saint-Émilion can boast of producing the most diverse range of styles, partly due to differences in soil types, from gravel to limestone to sand, but also thanks to production variations and winemakers looking to make their mark.",36,4.2,,0.1760419966511291,0.05436073683851538,,,,France,1,Red
102,Toscana Rosso 2016 3L Massoferrato,,Toscana IGT,Sangiovese,Beef and Venison,Bold and Structured,,"Wine: Toscana Rosso 2016 3L Massoferrato, Source: name-search",Massoferrato Rosso,68452577,Massoferrato,Toscana,Tuscan Red,Red,Tuscan,3,2,,21,4.0,,0.18565233450526,0.13493527951814943,,,,Italy,1,Red
103,Merlot  Alexander Valley 2017 Taft Street Winery,Taft Street Winery,Alexander Valley,Merlot,Lamb,Rich and Intense,14.8%,"Wine: Merlot  Alexander Valley 2017 Taft Street Winery, Source: name-search",Sebastiani Alexander Valley Merlot,3933722,Sebastiani,Alexander Valley,Californian Merlot,Merlot,Californian,4,3,"California Merlots tend to more fruit-forward, with lots of raspberry and blackberry cut with strong mocha and chocolate notes. The tannin tends to be softer in warm climates.

Merlot is known for producing an inky, purple juice that varies hugely in complexity depending on the process used to make it.

Merlot is the most commonly known grape variety in France, and is one of the six permitted grapes in the Bordeaux blends. French Merlot tends to exude more complexity in its tannin, earth and minerality.

France and Italy are the highest producers of Merlot. The USA is the 3rd largest producer, with California alone harvesting over 45,000 acres in 2012. Paso Robles and the famous Napa Valley are the most notable regions for Merlot in California.

Merlot benefits hugely from some barrel time, and leaving it to sit in oak for up to 24 months can add a huge amount of depth and complexity to the wine, and balance out some of the zealous fruit with oak and vanilla.

A nice, bold Merlot will work famously with a bit of roasted duck or some braised beef.",486,4.0,,0.08060706147960783,0.02720680024543512,,,"It is dark crimson in color with ruby tints. The aromas display more black tea and black cherry, with little herbaceousness . Using 40% New Saury French Oak lends notes of espresso, dark chocolate and cinnamon. The long, even ripening developed Merlot flavors more akin to it’s native home of Pomerol with deep, earthy flavors coupled with black cherry fruit, common with California Merlots. Although more structured than past Merlots, it’s still drinkable thanks to the terroir of Alexander Valley, which showcases more exuberant berry fruits, almost like Zinfandel , yet having elegant, refined tannins.",United States,1,Red
105,Bouzeron Aligoté 2017 Julien Cruchandeau,Domaine Cruchandeau,Bouzeron,Aligote,Meaty and Oily Fish,Green and Flinty,,"Wine: Bouzeron Aligoté 2017 Julien Cruchandeau, Source: name-search",Cruchandeau Le Village Bourgogne Aligoté,147290888,Cruchandeau,Bourgogne Aligoté,Burgundy White,White,Burgundy,4,3,"White Burgundy, or Bourgogne Blanc, as it is often called, is made from Chardonnay grown in the Burgundy region of France. The other principal grape grown in Burgundy is Pinot Noir.

Burgundy has had a long love affair with wine, starting around the 1st century AD with the Romans. Later, the Cistercian monks really put Burgundy on the map by crafting wines for the local aristocracy.

Widely viewed as the most terroir-driven of French wines, Burgundy wines, both red and white are made from varieties that easily reflect the soil and climate they are grown in. Like a blank canvas, Chardonnay readily expresses subtle variations from vineyards that are a mere stone's throw from one another, this is part of what makes Burgundy so compelling and so expensive.

As with other regions in France, Burgundy can range in price from expensive to reasonably affordable. Burgundy's vineyard sites have been carefully divided over the centuries into Grand Cru, Premier Cru, village appellations and regional wines (aka Bourgogne blanc).

Some things to keep in mind when selecting white Burgundy: It's more nuanced than New World Chardonnay, this restraint is reflected in the alcohol as well, which often falls between 12.5-13.5%.

Young white Burgundies have aromas of fresh apple and pear, citrus, mineral overtones and sometimes toasted hazelnut notes from barrel aging. Try white Burgundies with delicate seafood dishes, like poached salmon or scallops, roasted chicken or spring vegetables.",28,3.6,,0.24913820675930204,0.24980999390310107,,,"Nose with aromas of white flowers, on the palate a fresh traditional attack of aligoté leaving room for fresh fruit,",France,2,White
106,Brut Rosé NV Billecarte-Salmon,Champagne Billecart-Salmon,Champagne Rose,Champagne Blend,Meaty and Oily Fish,Berries and Cream,12%,"Wine: Brut Rosé NV Billecarte-Salmon, Source: name-search",Billecart-Salmon Brut Rosé Champagne,1604340,Billecart-Salmon,Champagne,French Champagne,Champagne,French,3,3,"While there are many sparkling wine regions around the globe, only Champagne from the Champagne appellation in France can be labeled as such.

Champagne has long been the wine of choice to celebrate special occasions, and its reputation as a luxury beverage has been intact since the Romans established vineyards in Reims in the 5th century (that's a really long time ago).

Sparkling Champagne wasn't discovered until the 16th century, by accident, by the Benedictine Monks. Early vintages of Champagne were dubbed “the devil's wine” because the bottles tended to explode. Improvements to both bottle and cork developed over hundreds of years.

Champagne is made from a blend of Chardonnay, Pinot Noir, and Pinot Munier grapes, and most of it is produced as a non-vintage wine, meaning that it's a blend of several vintages. Generally speaking, non-vintage Champagne is fantastic, and tends to be less expensive than vintage Champagne—this is because a vintage year is only declared when growing conditions are especially favorable.

The convivial nature of Champagne is due in part to how it's made. Following primary fermentation and bottling, a secondary alcoholic fermentation is induced in the bottle, which is achieved by the addition of yeast and rock sugar. The bubbles we love so much are a natural byproduct of this magical secondary fermentation, in the form of carbon dioxide.",13396,4.4,,0.0051361881392751295,0.0018417357276964983,,,"Its pale and bright pink colour is adorned with warm glints of gold and its delicate slowly rising
bubbles give it a persistent mousse. This cuvée unveils a subtle aroma leading to an elegant, delicate bouquet of fine notes of red fruits and zest of citrus fruits. Its special method of vinification gives this cuvée a light, elegant flavour, followed by a fresh finish with a taste of raspberry.",France,3,Sparkling
107,Champagne Extra Brut NV Besserat de Bellefon,Besserat de Bellefon,Champagne Extra Brut,Champagne Blend,"Shellfish, Crab and Lobster",Complex and Traditional,12 - 13%,"Wine: Champagne Extra Brut NV Besserat de Bellefon, Source: name-search",Besserat de Bellefon Extra Brut Champagne,4848960,Besserat de Bellefon,Champagne,French Champagne,Champagne,French,3,3,"While there are many sparkling wine regions around the globe, only Champagne from the Champagne appellation in France can be labeled as such.

Champagne has long been the wine of choice to celebrate special occasions, and its reputation as a luxury beverage has been intact since the Romans established vineyards in Reims in the 5th century (that's a really long time ago).

Sparkling Champagne wasn't discovered until the 16th century, by accident, by the Benedictine Monks. Early vintages of Champagne were dubbed “the devil's wine” because the bottles tended to explode. Improvements to both bottle and cork developed over hundreds of years.

Champagne is made from a blend of Chardonnay, Pinot Noir, and Pinot Munier grapes, and most of it is produced as a non-vintage wine, meaning that it's a blend of several vintages. Generally speaking, non-vintage Champagne is fantastic, and tends to be less expensive than vintage Champagne—this is because a vintage year is only declared when growing conditions are especially favorable.

The convivial nature of Champagne is due in part to how it's made. Following primary fermentation and bottling, a secondary alcoholic fermentation is induced in the bottle, which is achieved by the addition of yeast and rock sugar. The bubbles we love so much are a natural byproduct of this magical secondary fermentation, in the form of carbon dioxide.",128,3.8,,0.11363816258146223,0.06888383263739503,,,"The colour is a pure, bright straw yellow with copper glints. The delicate, lingering froth forms a fine creamy ring. The nose is sharp and mineral with a slight citrus aroma. It expresses great elegance after breathing. It also has smoky, iodised notes. Notes of dried currants and macadamia nut. The flavour is fresh and the wine’s finely-honed structure reveals a delightful astringency. There are notes of pear and quince. The finish is invigorating, lingering, complex and refined.",France,3,Sparkling
108,Champagne Brut 375mL NV Montaudon,Champagne Montaudon,Champagne Brut,Champagne Blend,"Shellfish, Crab and Lobster",Complex and Traditional,12 - 12.5%,"Wine: Champagne Brut 375mL NV Montaudon, Source: name-search",Montaudon Brut Champagne,1506053,Montaudon,Champagne,French Champagne,Champagne,French,3,3,"While there are many sparkling wine regions around the globe, only Champagne from the Champagne appellation in France can be labeled as such.

Champagne has long been the wine of choice to celebrate special occasions, and its reputation as a luxury beverage has been intact since the Romans established vineyards in Reims in the 5th century (that's a really long time ago).

Sparkling Champagne wasn't discovered until the 16th century, by accident, by the Benedictine Monks. Early vintages of Champagne were dubbed “the devil's wine” because the bottles tended to explode. Improvements to both bottle and cork developed over hundreds of years.

Champagne is made from a blend of Chardonnay, Pinot Noir, and Pinot Munier grapes, and most of it is produced as a non-vintage wine, meaning that it's a blend of several vintages. Generally speaking, non-vintage Champagne is fantastic, and tends to be less expensive than vintage Champagne—this is because a vintage year is only declared when growing conditions are especially favorable.

The convivial nature of Champagne is due in part to how it's made. Following primary fermentation and bottling, a secondary alcoholic fermentation is induced in the bottle, which is achieved by the addition of yeast and rock sugar. The bubbles we love so much are a natural byproduct of this magical secondary fermentation, in the form of carbon dioxide.",6360,3.9,,0.07513434122230724,0.04060084964700118,,,,France,3,Sparkling
109,Cremant de Bourgogne Brut 1.5L NV Tripoz,Celine et Laurent Tripoz,Cremant de Bourgogne,Chardonnay,"Shellfish, Crab and Lobster",Complex and Traditional,13%,"Wine: Cremant de Bourgogne Brut 1.5L NV Tripoz, Source: name-search",Celine & Laurent Tripoz Crémant de Bourgogne Brut,2341526,Celine & Laurent Tripoz,Crémant de Bourgogne,French Crémant,Cremant,French,2,3,,44,3.8,,0.18405617093503301,0.1600786359888129,,,,France,3,Sparkling
111,Pinotage 2017 Lammershoek,Lammershoek Winery,Swartland,Pinotage,Beef and Venison,Rich and Intense,14%,"Wine: Pinotage 2017 Lammershoek, Source: name-search",Lammershoek LAM Pinotage,4288712,Lammershoek,Swartland,South African Pinotage,Pinotage,South African,4,3,"An incredibly interesting wine, Pinotage is a must try for anyone expanding their viticultural horizons. A genetic cross between Pinot Noir and Cinsault, this wine is deep and inky.

Tasting less like any of the two grapes that make it up, you will experience a wine that has more characteristics of a Shiraz with deep dark fruits and tobacco.

Pinotage started in the 1920s when a wine producer wanted to make a grape that grew as well as Cinsault, but had the characteristics of Pinot Noir. The result was something he did not expect.

The grape and wine that resulted was far darker than anticipated and little was known about how to best cultivate the crop. Irrespective of this fact, the grape was planted all over South Africa, was poorly bottled, and underwhelmed the international community until the last 20 or so years.

Quite frankly, until recently, Pinotage  was sort of a joke among wine drinkers. This is changing and there are number of good, well-balanced Pinotages on the market.

This wine pairs well with big flavored foods. It goes exceptionally well with Barbecue and Korean dishes. Leather, dark current, and Hoisin are all prominent flavors of Pinotage.",508,3.3,,0.2814946619217082,0.21567309433625562,,,,South Africa,1,Red
112,Tinto Rufia 2016 Quinta da Boavista*,Quinta Da Boavista,Dao,Portuguese Red Blend,Beef and Venison,Rich and Intense,,"Wine: Tinto Rufia 2016 Quinta da Boavista*, Source: name-search",Quinta da Boavista - Tavares de Pina Rufia Tinto,155207901,Quinta da Boavista - Tavares de Pina,Dão,Portuguese Dão Red,Dão Red,Portuguese,4,3,"Dão red wines come from a wide variety of grapes. They include Touriga Nacional, Alfrocheiro, Tinta Roriz, Jaen, Baga, Bastardo and Tinta Pinheira. The wines can range from thin to full-bodied due to multiple altitudes that these wines are grown in.

The wines normally are packed with plum and cherry flavors which are supported by firm tannins. They pair well with a wide range of food making them an easy choice for a dinner.

Being surrounded by mountains on all sides has its advantages. The Dão region is protected from the climate of the continent and from the ocean. The elevation also gives the wine much of its character. Elevation ranges between 600 feet to 3,000 feet at some points.

Most vineyards have small plots dotted through various hillsides and elevations. The soil is very poor making for stronger vines that can survive the shifts from cool nights to hot days.

The region is still considered off the beaten path and great value can be found in many of the wines. The lusher wines have the ability to age for up to 20 years or possibly more.",401,3.4,,0.34040562723951073,0.24753584148316382,,,,Portugal,1,Red
113,Pinot Grigio 2018 Il Tasso,Ronco dei Tassi,Friuli-Venezia Giulia,Pinot Grigio,White Fish,Green and Flinty,,"Wine: Pinot Grigio 2018 Il Tasso, Source: name-search",Il Tasso Pinot Grigio,10373388,Il Tasso,Friuli-Venezia Giulia,Northern Italy Pinot Grigio,Pinot Grigio,Northern Italy,3,3,"When many people think “Italian White Wine” Pinot Grigio is the first the come to mind and with good reason! Pinot Grigio is the most imported variety of wine in America.

Fans of Pinot Grigio can expect a light-bodied, delicate white wine that is a natural pairing for light dishes such as appetizers, salads, or fish.

Although the variety is indigenous to Burgundy, it is now grown in many wine regions all over the world. It is perhaps most commonly associated as coming from the Italy, where it is produced in large quantities.

Pinot Grigio is grown throughout Northern Italy, but is most commonly found in Veneto, Umbria, Trentino, Emilia-Romagna, and Friuli.

Although some turn up their nose at mass produced Pinot Grigios, It is one of the most commercially popular wines. There are plenty of quality producers that make more refined wines, which reward drinkers with nuanced flavor and body.

Depending on the region, producer and price point, Pinot Grigios range from light to medium in body and typically exhibit pear, apple, and nectarine notes, along with citrus, acidity, and light minerality.

These wines are intended to be consumed young.",64,3.7,,0.13954940594547516,0.15673048213424426,,,,Italy,2,White
114,"Verdicchio ""Albiano"" 2018 Marotti Campi",Marotti Campi,Verdicchio dei Castelli di Jesi Classico,Verdicchio,White Fish,Green and Flinty,13%,"Wine: Verdicchio ""Albiano"" 2018 Marotti Campi, Source: name-search",Marotti Campi Albiano Verdicchio dei Castelli di Jesi Classico,4906244,Marotti Campi,Verdicchio dei Castelli di Jesi,Central Italy White,White,Central Italy,3,3,"The white wines that are made in Central Italy are not flashy or famous, but they can certainly be delicious. This area is known for making clean, light, white wines that are refreshing.

You will not find many famous grapes grown in this region, but you will find some great values.

Italian white wines can be very frustrating and confusing. They do not make many wines from grapes that most people are familiar with. However, some of the local grapes that are used can make wines that are elegant, refreshing, and fun.

A lot of the really great white wines from Central Italy are going to be simple and light. They do not have a ton of strong fruit flavors, but can often produce subtly beautiful flavors of tart stone fruits, white flowers, and often almonds.

Keep your eyes open for the underrated wines of Verdicchio di Matelica or Verdicchio dei Castelli di Jesi.",424,3.4,,0.17972839156882162,0.1832210329445716,,,"Bright straw yellow color with light green reflections. Aromas of yellow flowers, peach, green apple, jasmine with mineral hints. Dry, savory, fresh, fruity with great drinkability.",Italy,2,White
115,Counoise 2018 Benevolent Neglect,,Mendocino,Counoise,Lamb,Rich and Intense,,"Wine: Counoise 2018 Benevolent Neglect, Source: name-search",Benevolent Neglect Counoise,155304851,Benevolent Neglect,Mendocino County,Californian Red Blend,Red Blend,Californian,4,3,"Some of the greatest wines in California are a blend of various red grapes. The most successful blends follow the Cabernet Sauvignon and Merlot recipes of Bordeaux, but with even more intensity.

These wines are typically luscious and strong with lots of ripe blackberry, black currant, and vanilla flavors.

The warm days and cool nights of the Napa Valley in Northern California make it the ideal place to make Bordeaux-style red wines. Although the wines of Bordeaux have historically been considered the best wines of the world, the bolder, richer, and more fruit-forward wines of California are now just as respected.

Just like Bordeaux, California's dominant grape is Cabernet Sauvignon with its rich blackberry flavors. Merlot is added to soften the edges and add red fruit flavors. Cabernet Franc and Petite Verdot are even added at times for complexity. These California blends are very balanced and are great when they are young, but they can also age for decades.

Another popular blend is made from Grenache and Syrah. This style is a fuller and richer version of the wines of France's Rhône Valley.",29,3.8,,0.22997258604934512,0.1881073039192896,,,,United States,1,Red
117,G de Guiraud 2016 Château Guiraud,Chateau Guiraud,Bordeaux,Sauvignon Blanc - Semillon,Meaty and Oily Fish,Green and Flinty,13 - 14.2%,"Wine: G de Guiraud 2016 Château Guiraud, Source: name-search",Château Guiraud Le G de Guiraud Bordeaux Blanc Sec,1891766,Château Guiraud,Bordeaux,Bordeaux White,White,Bordeaux,3,3,"Bordeaux is the largest wine producing region in France and is home to some seriously fabulous wines. While Bordeaux is better-known for its reds, or as the British affectionately call them, clarets, its whites are world class too.

White wine production in Bordeaux is rather sparse, as compared with reds, and comprises roughly 11% of overall volume. But don't worry, that's still over 7 million cases of white wine!

As with the reds, Bordeaux Blanc are mostly blends. The most common variety is Sémillon, followed by Sauvignon Blanc and Muscadelle. Bordeaux is also home to some of the most famous dessert wines in the world, from the renowned Sauternes sub-appellation and Barsac.

The best dry white wines are from the Graves region, and are usually lightly oak aged. White Bordeaux often possess vibrant acidity and elegant citrus notes that lean toward white grapefruit. These brilliant, charming whites are exquisite when paired with scallops, roast chicken with tarragon, asparagus quiche or salads with shaved fennel.

Sauternes owe their characteristic depth and concentration to Botrytis cinerea (or Noble Rot, an infection which causes the grapes to shrivel). The quintessential French pairing with Sauternes is foie gras, or duck paté. Soft-ripened cheeses and desserts like crème brûlée are excellent matches. The sweet wines from Barsac are worth exploring, and tend to be less expensive.",5930,3.8,,0.13516330785267547,0.04652154655342283,,,,France,2,White
119,Greco Mastro 2017 Mastroberardino*,Mastroberardino,Campania IGT,Greco,White Fish,Tropical and Balanced,,"Wine: Greco Mastro 2017 Mastroberardino*, Source: name-search",Mastroberardino Greco Campania Mastro,2458505,Mastroberardino,Campania,Southern Italy White,White,Southern Italy,3,3,"Italy is responsible for some of the finest wines in the world, and while Northern Italy receives the majority of the plaudits, there is some excellent wine emerging from the sparsely populated southern regions.

Fiano and Greco are the two big white varietals in Campania and Basilicata, while Sicily has become known for their Bianco d'Alcamo, a dry wine made from the Marsala grape.

Southern Italy's reputation has taken a beating in recent years as they have become known for producing bulk wine that they can't sell, and the reputation seems to endure despite some lovely wine coming from Sicily, Campania and Basilicata.

Fiano tends to be a wonderfully creamy white wine with lots of green apple skin and pear. Greco, arguably Campania's flagship white grape, is a lot crisper, and typically has an abundance of minerality, lemon notes and pear.

The white wine of Southern Italy pairs extremely well with the creamy regional cuisine, as well as with some freshly caught fish or shellfish.",611,3.4,,0.16821216135484038,0.18274203602043085,,,It has straw yellow. Bouquet with notes of cedar and tropical fruits. Soft and fresh with fruity notes. Perfect as aperitif or with fish dishes and light meals.,Italy,2,White
120,Albarino “Saira” 2018 Raimat,Raimat,Costers del Segre,Albarino (Alvarinho),Chicken and Turkey,Tropical and Balanced,12 - 13%,"Wine: Albarino “Saira” 2018 Raimat, Source: name-search",Raimat Saira Albariño,154327431,Raimat,Costers del Segre,Spanish Albariño,Albariño,Spanish,3,3,"Consisting of the majority of grapes grown in the Northwest Rias Baixas region of Spain, Albariño is quickly gaining esteem for its playfulness and whimsical nature. Mouth-watering and clean, this wine has a complexity that is nearly impossible to dislike.

Incredibly fruit forward for an “old world” wine, Albariño sings the song of relaxed and fulfilling Spanish coastal life.

The wines are bottled early to preserve ripe freshness of fruit with a bracing acidity that will cascade across the palate and accentuate notes of apples, lime, peaches, flowers and grass. A cleansing minerality on the finish leases the palate ready for more. If aged in oak, which not all are, you will taste subtleties of vanilla and dill.

The wine does not age well and should be consumed within a couple of years of bottling. It is also budget friendly so stock up.

Albariño is a classic example of how the local dishes of the region, like traditional Spanish Coastal foods, pair extraordinarily well with the wine. Try this wine with prawns, scallops, shellfish, lobster, and mussels. It also makes a delicious digestif.",588,3.8,,0.05060006487187804,0.06284115581858327,,,,Spain,2,White
